plasmid_0;59-,86-,101-,156-,91+,117-,106-,67+,116-,107-,211-,28-,155+,218-,143+,150+,145+,151+,187-,168-,58+,194+,155+,216+,143+,130+,151+,186-,167+,42-,165+,140+,125+,98-,49+,63+,72-,48-,68+,83+,173+,47+
# 54	0.986311787072	0.132029636407	5260
# 65	0.941438102298	1.78869703833	2698
# 87	0.860339506173	0.760965610815	1296
# 168	0.0	5.39866972623	114
# 187	0.0	4.79102799867	64
# 151	0.0	5.9722982962	157
# 145	0.0	5.97808492678	177
# 150	0.0	4.73844373017	157
# 143	0.0	6.10329940334	188
# 216	0.0	6.35081986879	7
# 155	0.0	6.98379188005	142
# 28	0.851631999219	0.827378416253	61489
# 211	0.0	1.8338336086	13
# 107	0.927227101631	5.06093255095	797
# 116	0.869244935543	1.83376999097	543
# 67	0.690217391304	0.561003266769	2208
# 106	1.0	1.3163525151	820
# 117	1.0	0.0985373980233	538
# 91	1.0	0.618025773921	1121
# 62	0.843119542307	1.21943439408	3321
# 86	0.914264036419	1.02022774222	1318
# 71	0.818921668362	1.45998282945	1966

plasmid_5;129-,107-,211-,19+,65-,106-,71+
# 129	0.178885630499	1.15847123215	341
# 107	0.927227101631	3.06093255095	797
# 211	0.0	0.833833608596	13
# 19	0.87297917028	0.527550157216	103794
# 65	0.941438102298	0.788697038329	2698
# 106	1.0	0.316352515097	820
# 71	0.818921668362	0.459982829453	1966

plasmid_6;53-,49-
# 53	0.550424824529	14.2845201909	5414
# 49	0.923039845758	10.3529442715	6224

plasmid_7;53+,49+
# 53	0.550424824529	13.2845201909	5414
# 49	0.923039845758	9.35294427149	6224

plasmid_8;53-,49-
# 53	0.550424824529	12.2845201909	5414
# 49	0.923039845758	8.35294427149	6224

plasmid_9;53-,49-
# 53	0.550424824529	11.2845201909	5414
# 49	0.923039845758	7.35294427149	6224

plasmid_10;53+,49+
# 53	0.550424824529	10.2845201909	5414
# 49	0.923039845758	6.35294427149	6224

plasmid_11;53+,49+
# 53	0.550424824529	9.28452019092	5414
# 49	0.923039845758	5.35294427149	6224

plasmid_12;53-,49-
# 53	0.550424824529	8.28452019092	5414
# 49	0.923039845758	4.35294427149	6224

plasmid_13;53+,49+
# 53	0.550424824529	7.28452019092	5414
# 49	0.923039845758	3.35294427149	6224

plasmid_14;53-,49-
# 53	0.550424824529	6.28452019092	5414
# 49	0.923039845758	2.35294427149	6224

plasmid_15;53+,49+
# 53	0.550424824529	5.28452019092	5414
# 49	0.923039845758	1.35294427149	6224

plasmid_16;107-,104-
# 107	0.927227101631	2.06093255095	797
# 104	0.805094130676	0.65253908846	903

plasmid_17;58-,168+,187+,151-,145-,150-,143-,216-,155-,61+,68+
# 58	0.886610984561	0.684712481174	3951
# 168	0.0	3.39866972623	114
# 187	0.0	2.79102799867	64
# 151	0.0	3.9722982962	157
# 145	0.0	3.97808492678	177
# 150	0.0	2.73844373017	157
# 143	0.0	4.10329940334	188
# 216	0.0	4.35081986879	7
# 155	0.0	4.98379188005	142
# 61	0.796719390744	0.583429144253	3414
# 68	0.858275058275	0.252184071957	2145

plasmid_18;72+
# 72	0.907001044932	7.2991591649	1914

plasmid_19;72+
# 72	0.907001044932	6.2991591649	1914

plasmid_20;72+
# 72	0.907001044932	5.2991591649	1914

plasmid_21;72+
# 72	0.907001044932	4.2991591649	1914

plasmid_22;72+
# 72	0.907001044932	3.2991591649	1914

plasmid_23;72+
# 72	0.907001044932	2.2991591649	1914

plasmid_24;72+
# 72	0.907001044932	1.2991591649	1914

plasmid_25;55-,195+,155+,216+,143+,150+,145+,151+,187-,168-,41-
# 55	0.798524287764	0.594967801675	4879
# 195	0.0	1.87994697999	48
# 155	0.0	3.98379188005	142
# 216	0.0	3.35081986879	7
# 143	0.0	3.10329940334	188
# 150	0.0	1.73844373017	157
# 145	0.0	2.97808492678	177
# 151	0.0	2.9722982962	157
# 187	0.0	1.79102799867	64
# 168	0.0	2.39866972623	114
# 41	0.853910453497	0.630499796725	20816

plasmid_26;16+
# 16	0.868845100768	1.4580631211	111395

plasmid_27;53+,49+
# 53	0.550424824529	4.28452019092	5414
# 49	0.923039845758	0.352944271495	6224

plasmid_28;53+
# 53	0.550424824529	3.28452019092	5414

plasmid_29;53+
# 53	0.550424824529	2.28452019092	5414

plasmid_30;53+
# 53	0.550424824529	1.28452019092	5414

